no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_assets_value
2, Graduate, No,2100000,6600000,20,580, Approved,16200000
2, Graduate, No,6200000,23400000,8,605, Approved,51800000
4, Not Graduate, No,1600000,5100000,8,705, Approved,10200000
1, Not Graduate, Yes,1300000,5000000,20,423, Rejected,7200000
5, Not Graduate, Yes,7300000,22500000,2,846, Approved,40500000
2, Not Graduate, No,2100000,5000000,4,542, Rejected,11000000
5, Not Graduate, No,600000,2400000,18,631, Approved,3900000
4, Graduate, No,7000000,24500000,18,318, Rejected,25900000
1, Not Graduate, Yes,3000000,6800000,10,541, Rejected,25100000
1, Graduate, No,900000,2900000,20,782, Approved,5800000
2, Graduate, No,9600000,35000000,2,888, Approved,62800000
0, Graduate, No,1500000,3600000,14,747, Approved,5800000
0, Graduate, Yes,5000000,18900000,6,641, Approved,39100000
3, Graduate, Yes,500000,1700000,4,640, Approved,2600000
4, Not Graduate, No,7600000,28100000,12,324, Rejected,52000000
4, Graduate, No,5500000,21200000,20,359, Rejected,34500000
0, Not Graduate, Yes,6600000,23300000,12,338, Rejected,31400000
0, Graduate, No,1400000,3200000,14,384, Rejected,9300000
5, Not Graduate, Yes,8800000,26600000,16,545, Rejected,73700000
5, Not Graduate, No,6200000,24200000,18,610, Approved,45900000
2, Graduate, Yes,8300000,27900000,18,840, Approved,44400000
3, Not Graduate, No,2400000,8100000,6,630, Approved,19400000
1, Graduate, No,9100000,31200000,4,508, Approved,63400000
0, Not Graduate, Yes,9500000,34900000,4,535, Approved,54500000
1, Graduate, No,1200000,3400000,20,717, Approved,8000000
2, Graduate, Yes,7700000,19300000,8,735, Approved,37300000
5, Graduate, Yes,7800000,22000000,20,528, Rejected,44200000
0, Graduate, Yes,9400000,20000000,4,350, Rejected,46600000
0, Not Graduate, No,1700000,5700000,12,422, Rejected,11900000
5, Graduate, No,4000000,13700000,6,496, Rejected,20800000
4, Not Graduate, No,4200000,15500000,18,794, Approved,23600000
2, Graduate, No,2400000,7700000,6,719, Approved,16000000
3, Not Graduate, Yes,2700000,6100000,14,630, Approved,19600000
3, Not Graduate, Yes,600000,1800000,4,843, Approved,3800000
2, Graduate, No,4600000,15600000,2,764, Approved,31000000
3, Graduate, No,7200000,17700000,4,662, Approved,46200000
0, Not Graduate, No,4700000,15500000,16,311, Rejected,33200000
4, Not Graduate, No,4300000,10100000,2,606, Approved,26100000
5, Graduate, No,4700000,10200000,16,874, Approved,36600000
4, Not Graduate, Yes,8700000,30000000,4,370, Approved,79900000
1, Graduate, No,7000000,20500000,10,414, Rejected,53000000
2, Not Graduate, No,600000,1100000,10,800, Approved,4600000
1, Not Graduate, No,6800000,16900000,12,779, Approved,51800000
1, Not Graduate, No,6400000,14100000,20,553, Approved,39800000
4, Not Graduate, No,7600000,29900000,18,445, Rejected,42800000
3, Not Graduate, No,9000000,21400000,8,496, Rejected,68000000
0, Graduate, Yes,2400000,5900000,10,650, Approved,16400000
3, Not Graduate, No,6800000,17900000,6,783, Approved,58900000
5, Graduate, Yes,3500000,13500000,10,535, Rejected,24400000
4, Graduate, Yes,8900000,34000000,20,415, Rejected,63000000
0, Not Graduate, No,6000000,15300000,8,709, Approved,30500000
3, Not Graduate, No,700000,2500000,14,819, Approved,5600000
0, Not Graduate, Yes,6800000,17300000,18,841, Approved,43800000
4, Not Graduate, Yes,5300000,10700000,12,700, Approved,41100000
1, Graduate, Yes,1400000,4200000,4,881, Approved,10400000
2, Graduate, Yes,1400000,4600000,4,804, Approved,10000000
4, Not Graduate, No,9200000,21700000,6,653, Approved,65300000
1, Graduate, Yes,7900000,29200000,2,663, Approved,70400000
0, Not Graduate, No,4500000,17500000,10,495, Rejected,29700000
1, Not Graduate, No,3800000,9800000,8,335, Rejected,21200000
5, Graduate, Yes,1500000,4900000,6,618, Approved,8500000
3, Not Graduate, No,1200000,2400000,12,480, Rejected,7900000
4, Not Graduate, No,1700000,4900000,18,843, Approved,15000000
4, Graduate, No,5200000,14100000,16,483, Rejected,34500000
1, Not Graduate, No,1600000,5100000,12,548, Rejected,9300000
4, Graduate, Yes,6600000,16000000,16,379, Rejected,48300000
5, Not Graduate, Yes,9400000,26600000,20,771, Approved,71400000
4, Graduate, Yes,300000,500000,2,353, Rejected,2300000
5, Not Graduate, No,4600000,11500000,16,668, Approved,25300000
3, Not Graduate, Yes,6100000,21300000,2,387, Approved,30600000
0, Not Graduate, Yes,1500000,4100000,12,789, Approved,12300000
0, Graduate, Yes,400000,900000,2,855, Approved,2100000
0, Not Graduate, No,8700000,33600000,14,751, Approved,50600000
3, Not Graduate, No,7000000,21600000,12,739, Approved,42100000
4, Graduate, No,4700000,13100000,14,492, Rejected,26000000
4, Not Graduate, Yes,7600000,23800000,16,896, Approved,30000000
1, Not Graduate, Yes,9200000,24500000,4,545, Rejected,59600000
5, Not Graduate, No,9400000,36800000,20,891, Approved,58700000
0, Graduate, No,4800000,15100000,6,848, Approved,23900000
3, Not Graduate, Yes,600000,2400000,12,884, Approved,3400000
3, Graduate, Yes,4900000,14300000,14,439, Rejected,38400000
3, Graduate, Yes,3300000,8500000,12,586, Approved,24300000
3, Graduate, Yes,9100000,18800000,20,308, Rejected,50000000
5, Graduate, No,6100000,23500000,16,300, Rejected,28600000
3, Graduate, Yes,8400000,19600000,2,741, Approved,48700000
4, Graduate, No,7900000,31400000,8,698, Approved,61700000
2, Not Graduate, Yes,6100000,22300000,10,733, Approved,44600000
3, Not Graduate, Yes,2000000,4200000,16,571, Approved,12700000
3, Graduate, Yes,9900000,29900000,20,490, Rejected,54100000
2, Not Graduate, No,9500000,25400000,16,451, Rejected,67100000
4, Graduate, Yes,1900000,6800000,6,559, Approved,13200000
4, Graduate, Yes,6900000,21400000,10,577, Approved,35900000
2, Not Graduate, Yes,1500000,5000000,4,613, Approved,13000000
4, Not Graduate, No,1900000,3800000,20,785, Approved,9200000
0, Graduate, Yes,2300000,6000000,8,690, Approved,16400000
2, Not Graduate, No,7800000,17100000,14,351, Rejected,52600000
4, Not Graduate, No,400000,1000000,10,447, Rejected,1500000
0, Graduate, Yes,9400000,19200000,20,708, Approved,74100000
2, Graduate, No,9100000,21700000,12,549, Rejected,83400000
1, Graduate, Yes,9000000,18800000,8,797, Approved,43900000
4, Not Graduate, No,7100000,14300000,14,537, Rejected,48400000
3, Graduate, No,800000,2500000,12,828, Approved,3900000
0, Graduate, Yes,4500000,9600000,14,471, Rejected,25500000
5, Graduate, No,8500000,25400000,4,336, Rejected,49300000
3, Not Graduate, Yes,2500000,9800000,16,424, Rejected,15000000
2, Graduate, No,1500000,3300000,18,440, Rejected,7900000
0, Not Graduate, No,6200000,17300000,8,583, Approved,24500000
1, Not Graduate, Yes,1300000,2900000,6,480, Rejected,7500000
5, Not Graduate, No,6600000,25800000,10,670, Approved,40900000
0, Graduate, Yes,5300000,13700000,6,329, Rejected,30400000
5, Not Graduate, No,1400000,3000000,6,754, Approved,12900000
2, Not Graduate, Yes,2900000,7800000,18,588, Approved,16300000
3, Not Graduate, No,6500000,16500000,4,551, Approved,32200000
3, Graduate, No,8300000,18900000,4,316, Rejected,59400000
2, Not Graduate, Yes,8900000,32200000,12,382, Rejected,37200000
3, Graduate, No,5300000,15000000,6,717, Approved,33500000
0, Graduate, No,2800000,7300000,6,676, Approved,14600000
1, Not Graduate, No,8000000,27800000,6,667, Approved,51000000
3, Not Graduate, No,3900000,10500000,20,821, Approved,22800000
0, Graduate, No,6200000,20100000,20,345, Rejected,36700000
3, Not Graduate, Yes,5900000,19200000,10,442, Rejected,33000000
1, Graduate, Yes,6000000,23300000,12,672, Approved,39300000
3, Not Graduate, Yes,9100000,29300000,2,508, Approved,67600000
5, Graduate, Yes,3400000,12300000,10,615, Approved,23500000
1, Graduate, Yes,1800000,4400000,8,689, Approved,11100000
1, Graduate, No,300000,1200000,18,747, Rejected,1000000
1, Graduate, Yes,9000000,22800000,10,412, Rejected,52300000
1, Graduate, No,6400000,16900000,2,703, Approved,36900000
5, Not Graduate, No,5800000,22200000,16,884, Approved,34000000
5, Graduate, Yes,2600000,8600000,18,651, Approved,11500000
4, Not Graduate, No,6600000,17300000,14,793, Approved,39500000
2, Not Graduate, No,6100000,21800000,4,407, Approved,35900000
2, Not Graduate, No,4100000,11100000,8,390, Rejected,17400000
3, Not Graduate, Yes,300000,1000000,12,469, Rejected,2000000
4, Graduate, No,4700000,10400000,6,373, Rejected,35100000
4, Graduate, Yes,1500000,5800000,2,304, Approved,8700000
5, Not Graduate, No,2700000,8300000,8,833, Approved,16000000
2, Graduate, No,6900000,20900000,2,302, Approved,65500000
0, Graduate, No,7600000,28700000,6,397, Rejected,52600000
1, Graduate, No,4100000,10000000,6,891, Approved,21400000
3, Not Graduate, No,4100000,12200000,2,457, Rejected,20200000
4, Not Graduate, No,1600000,3200000,16,657, Approved,7200000
2, Not Graduate, Yes,400000,1400000,2,480, Approved,2700000
5, Graduate, Yes,4400000,17300000,20,840, Approved,23900000
2, Not Graduate, Yes,3800000,8000000,12,866, Approved,16900000
0, Not Graduate, No,4300000,17000000,8,619, Approved,31700000
1, Graduate, Yes,9000000,33500000,2,748, Approved,54900000
3, Not Graduate, Yes,9500000,25500000,12,881, Approved,71600000
2, Graduate, Yes,6900000,13900000,8,829, Approved,49400000
3, Not Graduate, No,4300000,11100000,6,312, Rejected,22000000
3, Not Graduate, No,6600000,21400000,10,467, Rejected,46700000
1, Graduate, Yes,5200000,14300000,18,650, Approved,28900000
3, Graduate, Yes,400000,1100000,6,711, Approved,1900000
4, Not Graduate, No,1300000,4100000,18,886, Approved,7700000
5, Not Graduate, No,9700000,28400000,4,494, Rejected,51700000
2, Graduate, Yes,5400000,10900000,14,741, Approved,33300000
4, Not Graduate, No,1200000,3300000,12,876, Approved,5300000
0, Graduate, Yes,7000000,26400000,14,610, Approved,33500000
5, Graduate, No,7600000,26000000,6,778, Approved,51700000
5, Graduate, Yes,700000,1800000,14,571, Approved,2900000
3, Graduate, Yes,7500000,25100000,18,554, Approved,53600000
0, Not Graduate, Yes,2300000,6200000,8,712, Approved,18800000
5, Not Graduate, Yes,5600000,11500000,4,695, Approved,36100000
0, Not Graduate, Yes,5400000,10900000,20,366, Rejected,30000000
1, Not Graduate, Yes,1800000,5500000,10,426, Rejected,14000000
0, Not Graduate, No,2900000,6900000,10,320, Rejected,14800000
3, Not Graduate, Yes,1400000,4600000,8,543, Rejected,7400000
2, Graduate, No,2800000,11000000,16,525, Rejected,18200000
0, Not Graduate, Yes,3300000,13100000,12,812, Approved,21500000
0, Not Graduate, No,7000000,25300000,14,697, Approved,46500000
1, Not Graduate, No,3900000,15100000,12,527, Rejected,30600000
1, Not Graduate, No,5700000,17200000,4,512, Approved,35700000
0, Graduate, No,4100000,9200000,4,671, Approved,25000000
1, Graduate, Yes,2200000,8700000,20,539, Rejected,15800000
5, Not Graduate, No,2200000,7200000,10,532, Rejected,12100000
3, Not Graduate, Yes,2500000,7700000,16,485, Rejected,14400000
0, Not Graduate, Yes,900000,2100000,6,521, Rejected,4600000
1, Not Graduate, No,2900000,7400000,10,874, Approved,15000000
2, Not Graduate, No,9800000,22900000,10,788, Approved,52800000
2, Not Graduate, No,5200000,14800000,12,659, Approved,38900000
1, Graduate, Yes,8600000,19600000,16,498, Rejected,44100000
2, Graduate, Yes,4800000,13200000,20,310, Rejected,33500000
0, Graduate, No,2000000,4700000,6,785, Approved,13100000
0, Graduate, No,3600000,8700000,10,309, Rejected,19200000
3, Not Graduate, Yes,5300000,19600000,2,433, Approved,38400000
1, Not Graduate, Yes,400000,1300000,18,801, Approved,2200000
3, Graduate, Yes,6500000,22400000,6,488, Rejected,57000000
0, Not Graduate, Yes,2300000,6000000,16,756, Approved,13700000
3, Graduate, No,1000000,2800000,4,757, Approved,7300000
5, Not Graduate, No,3200000,10100000,6,828, Approved,26200000
3, Graduate, Yes,3400000,7200000,12,733, Approved,17800000
0, Not Graduate, No,9600000,38200000,8,421, Rejected,63100000
3, Not Graduate, No,5300000,20300000,4,872, Approved,37600000
3, Graduate, No,4700000,17400000,10,393, Rejected,41700000
3, Graduate, No,9700000,37800000,12,700, Approved,57200000
5, Graduate, No,8800000,21600000,18,613, Approved,65900000
5, Graduate, No,5900000,13400000,6,455, Rejected,42900000
4, Graduate, Yes,2400000,7100000,16,871, Approved,19300000
4, Graduate, Yes,7900000,21500000,16,497, Rejected,38200000
0, Graduate, No,1400000,2700000,2,649, Approved,10200000
0, Graduate, Yes,3500000,10000000,14,709, Approved,21300000
4, Graduate, No,3400000,13500000,12,705, Approved,24300000
2, Graduate, No,6100000,23600000,2,476, Approved,33800000
2, Not Graduate, Yes,3000000,7100000,4,819, Approved,18300000
5, Not Graduate, Yes,3400000,9400000,16,535, Rejected,24800000
0, Graduate, Yes,400000,1200000,14,889, Approved,2200000
0, Graduate, No,5900000,11800000,12,468, Rejected,42800000
5, Graduate, Yes,400000,800000,2,759, Approved,2200000
3, Graduate, Yes,9000000,33600000,2,426, Approved,70400000
0, Graduate, Yes,8800000,23600000,8,712, Approved,42100000
4, Graduate, Yes,2000000,4700000,2,615, Approved,10300000
2, Graduate, No,4700000,14000000,12,784, Approved,37800000
4, Not Graduate, No,2700000,6100000,16,677, Approved,13700000
1, Not Graduate, No,2600000,7900000,12,306, Rejected,15300000
1, Not Graduate, Yes,9000000,25400000,16,655, Approved,67100000
4, Not Graduate, No,5100000,19400000,8,755, Approved,22700000
2, Graduate, No,6600000,25800000,18,598, Approved,29200000
2, Graduate, No,4400000,9800000,18,712, Approved,20800000
4, Not Graduate, Yes,1500000,4600000,6,524, Rejected,12100000
1, Not Graduate, No,6200000,23100000,16,838, Approved,41000000
4, Graduate, Yes,900000,2900000,6,560, Approved,6400000
3, Not Graduate, No,7700000,26400000,12,759, Approved,39000000
2, Graduate, Yes,600000,2400000,6,454, Rejected,3300000
4, Not Graduate, No,4300000,16500000,4,539, Approved,28100000
2, Not Graduate, Yes,8200000,27800000,16,827, Approved,56900000
0, Not Graduate, No,3500000,11900000,12,686, Approved,21800000
1, Graduate, Yes,9900000,34100000,14,371, Rejected,67000000
5, Graduate, No,700000,1900000,4,784, Approved,4200000
1, Graduate, Yes,2100000,7300000,16,826, Approved,14200000
2, Not Graduate, No,3200000,10500000,12,502, Rejected,20300000
0, Graduate, No,2900000,7800000,8,367, Rejected,15700000
0, Not Graduate, No,7000000,18300000,6,541, Rejected,41800000
1, Graduate, No,3700000,13600000,16,608, Approved,18800000
3, Not Graduate, Yes,4500000,13100000,12,570, Approved,28400000
3, Graduate, No,200000,800000,18,752, Approved,900000
5, Not Graduate, Yes,5600000,20500000,8,873, Approved,42200000
5, Graduate, No,5400000,18600000,2,538, Approved,33200000
4, Not Graduate, No,300000,1000000,10,819, Approved,2100000
1, Graduate, Yes,7500000,29800000,18,770, Approved,43300000
5, Not Graduate, Yes,2500000,9600000,6,345, Rejected,13200000
4, Graduate, Yes,3100000,8100000,12,730, Approved,24300000
1, Graduate, Yes,7600000,19300000,20,835, Approved,38300000
3, Not Graduate, Yes,500000,1700000,2,811, Approved,2600000
2, Not Graduate, No,2700000,5900000,14,662, Approved,15900000
2, Not Graduate, Yes,3500000,13300000,4,420, Approved,18400000
5, Not Graduate, No,3700000,11700000,4,413, Approved,28600000
2, Not Graduate, Yes,5600000,20000000,10,367, Rejected,43800000
5, Not Graduate, Yes,4800000,16400000,14,390, Rejected,24300000
4, Not Graduate, Yes,5200000,12200000,2,602, Approved,39300000
3, Graduate, No,2900000,11500000,16,843, Approved,19900000
1, Graduate, No,2700000,6800000,20,713, Approved,11800000
3, Graduate, No,5000000,16200000,8,591, Approved,24300000
2, Not Graduate, Yes,2700000,9400000,14,701, Approved,15600000
4, Not Graduate, Yes,2800000,10000000,12,655, Approved,20300000
3, Not Graduate, Yes,7300000,20000000,18,720, Approved,58200000
0, Graduate, Yes,5900000,15100000,10,794, Approved,30600000
0, Graduate, No,8100000,21300000,2,392, Rejected,63300000
3, Graduate, Yes,1900000,7100000,6,583, Approved,11700000
5, Graduate, No,1800000,6800000,18,457, Rejected,8500000
0, Not Graduate, Yes,7600000,17800000,14,570, Approved,58700000
1, Graduate, No,9100000,30100000,14,890, Approved,70200000
2, Not Graduate, Yes,5300000,12300000,14,472, Rejected,35300000
2, Not Graduate, No,3700000,10900000,12,788, Approved,17200000
0, Not Graduate, No,9500000,35300000,6,605, Approved,60800000
3, Graduate, No,8300000,30500000,10,473, Rejected,57800000
5, Graduate, No,6400000,21500000,16,728, Approved,32500000
5, Graduate, Yes,5300000,17800000,16,505, Rejected,36400000
0, Graduate, Yes,5600000,19300000,6,407, Rejected,29600000
1, Graduate, Yes,900000,1700000,18,464, Rejected,3900000
0, Graduate, Yes,2400000,7200000,20,514, Rejected,14700000
1, Graduate, No,9500000,23000000,10,627, Approved,70800000
2, Not Graduate, Yes,7400000,14900000,20,627, Approved,55300000
4, Not Graduate, Yes,1500000,3200000,10,858, Approved,7900000
3, Graduate, Yes,8800000,30200000,8,607, Approved,53700000
5, Not Graduate, Yes,4900000,14300000,4,663, Approved,39700000
1, Not Graduate, Yes,8100000,26900000,6,522, Rejected,48000000
2, Not Graduate, Yes,2300000,9100000,20,610, Approved,15500000
5, Not Graduate, Yes,3000000,6600000,16,462, Rejected,21700000
2, Not Graduate, Yes,3900000,9300000,8,591, Approved,26500000
4, Graduate, Yes,1700000,6500000,20,636, Approved,11100000
0, Not Graduate, Yes,2100000,4900000,10,359, Rejected,8900000
4, Graduate, Yes,9700000,25000000,4,542, Rejected,64500000
5, Not Graduate, Yes,3500000,11800000,4,642, Approved,20700000
5, Not Graduate, Yes,1500000,5500000,4,414, Approved,6300000
3, Not Graduate, Yes,8800000,26200000,20,865, Approved,69300000
3, Graduate, No,900000,3100000,10,369, Rejected,3700000
0, Graduate, Yes,3500000,10800000,14,838, Approved,27100000
5, Not Graduate, No,5500000,21200000,4,582, Approved,40600000
5, Not Graduate, Yes,9800000,23200000,10,416, Rejected,58400000
5, Graduate, No,2100000,5500000,20,705, Approved,12600000
0, Graduate, No,1800000,5700000,18,306, Rejected,8500000
5, Graduate, Yes,5800000,13000000,8,851, Approved,37200000
5, Graduate, No,6700000,17200000,18,613, Approved,48200000
3, Graduate, No,4300000,16300000,10,366, Rejected,31400000
1, Graduate, No,1200000,2800000,12,431, Rejected,5100000
5, Not Graduate, Yes,9700000,25900000,2,754, Approved,54200000
5, Graduate, Yes,5400000,11200000,10,447, Rejected,35600000
1, Not Graduate, Yes,5300000,14100000,14,510, Rejected,50400000
1, Graduate, No,7300000,24200000,20,324, Rejected,44000000
